customer_id,age,gender,tenure,monthly_charges,contract_type,support_calls,internet_service,payment_method,total_charges,churn,age_group,tenure_group,churn_numeric,risk_score,risk_level
CUST-02978,31,Male,32,35.39,One year,2,No,Mailed check,1132.48,No,26-35,25-48 Months,0,0,Low
CUST-02979,53,Male,20,52.59,Two year,2,Fiber optic,Mailed check,1051.8,No,46-55,13-24 Months,0,0,Low
CUST-02980,50,Female,51,38.17,Two year,1,DSL,Electronic check,1946.67,No,46-55,49-72 Months,0,0,Low
CUST-02981,40,Female,36,70.72,One year,2,Fiber optic,Bank transfer,2545.92,No,36-45,25-48 Months,0,0,Low
CUST-02982,67,Female,67,56.94,Month-to-month,0,DSL,Mailed check,3814.98,Yes,66+,49-72 Months,1,2,Low
CUST-02983,62,Female,1,115.28,Month-to-month,3,Fiber optic,Bank transfer,115.28,No,56-65,0-6 Months,0,5,High
CUST-02984,19,Male,27,34.13,Month-to-month,4,No,Credit card,921.51,No,18-25,25-48 Months,0,2,Low
CUST-02985,58,Male,40,117.77,Month-to-month,1,Fiber optic,Mailed check,4710.8,Yes,56-65,25-48 Months,1,3,Medium
CUST-02986,38,Male,14,25.94,Month-to-month,4,Fiber optic,Bank transfer,363.16,No,36-45,13-24 Months,0,2,Low
CUST-02987,19,Female,69,46.26,Two year,4,Fiber optic,Mailed check,3191.94,No,18-25,49-72 Months,0,0,Low
CUST-02988,44,Female,6,122.96,Month-to-month,4,DSL,Electronic check,737.76,No,36-45,0-6 Months,0,5,High
CUST-02989,74,Male,33,116.56,Month-to-month,6,DSL,Credit card,3846.48,No,66+,25-48 Months,0,5,High
CUST-02990,26,Male,55,81.92,One year,4,Fiber optic,Electronic check,4505.6,No,26-35,49-72 Months,0,0,Low
CUST-02991,18,Female,19,26.5,One year,1,DSL,Mailed check,503.5,No,18-25,13-24 Months,0,0,Low
CUST-02992,28,Female,29,99.29,Month-to-month,3,Fiber optic,Bank transfer,2879.41,No,26-35,25-48 Months,0,2,Low
CUST-02993,20,Male,61,72.87,Month-to-month,2,DSL,Mailed check,4445.07,Yes,18-25,49-72 Months,1,2,Low
CUST-02994,69,Male,70,61.15,Two year,2,Fiber optic,Mailed check,4280.5,No,66+,49-72 Months,0,0,Low
CUST-02995,40,Male,24,103.25,Month-to-month,3,Fiber optic,Mailed check,2478.0,No,36-45,13-24 Months,0,3,Medium
CUST-02996,43,Female,23,76.76,Two year,1,Fiber optic,Electronic check,1765.48,No,36-45,13-24 Months,0,0,Low
CUST-02997,21,Female,10,32.01,Month-to-month,1,Fiber optic,Electronic check,320.1,No,18-25,7-12 Months,0,4,Medium
CUST-02998,35,Female,54,139.07,Month-to-month,0,No,Bank transfer,7509.78,Yes,26-35,49-72 Months,1,3,Medium
CUST-02999,72,Female,41,121.2,Month-to-month,0,DSL,Credit card,4969.2,No,66+,25-48 Months,0,3,Medium
CUST-03000,23,Female,49,27.33,One year,4,Fiber optic,Credit card,1339.17,No,18-25,49-72 Months,0,0,Low
CUST-03001,52,Female,17,88.26,Two year,4,DSL,Bank transfer,1500.42,Yes,46-55,13-24 Months,1,0,Low
CUST-03002,39,Male,56,30.84,Month-to-month,3,DSL,Mailed check,1727.04,Yes,36-45,49-72 Months,1,2,Low
CUST-03003,60,Male,45,128.85,Month-to-month,2,DSL,Credit card,5798.25,No,56-65,25-48 Months,0,3,Medium
CUST-03004,32,Female,30,99.69,Month-to-month,2,Fiber optic,Electronic check,2990.7,Yes,26-35,25-48 Months,1,2,Low
CUST-03005,39,Male,44,42.42,One year,1,Fiber optic,Bank transfer,1866.48,No,36-45,25-48 Months,0,0,Low
CUST-03006,54,Female,55,22.7,Month-to-month,2,DSL,Bank transfer,1248.5,Yes,46-55,49-72 Months,1,2,Low
CUST-03007,69,Male,19,24.11,Month-to-month,8,Fiber optic,Mailed check,458.09,No,66+,13-24 Months,0,4,Medium
CUST-03008,59,Female,29,85.96,Month-to-month,5,DSL,Credit card,2492.84,Yes,56-65,25-48 Months,1,4,Medium
CUST-03009,29,Male,2,115.47,Month-to-month,0,Fiber optic,Credit card,230.94,Yes,26-35,0-6 Months,1,5,High
CUST-03010,64,Male,36,35.71,Two year,2,Fiber optic,Mailed check,1285.56,Yes,56-65,25-48 Months,1,0,Low
CUST-03011,66,Female,19,48.77,One year,1,Fiber optic,Bank transfer,926.63,No,66+,13-24 Months,0,0,Low
CUST-03012,59,Female,7,62.54,Month-to-month,0,Fiber optic,Bank transfer,437.78,No,56-65,7-12 Months,0,4,Medium
CUST-03013,55,Male,26,48.35,Month-to-month,2,Fiber optic,Bank transfer,1257.1,No,46-55,25-48 Months,0,2,Low
CUST-03014,35,Male,38,70.87,Month-to-month,2,DSL,Bank transfer,2693.06,No,26-35,25-48 Months,0,2,Low
CUST-03015,62,Female,3,92.75,Month-to-month,6,DSL,Electronic check,278.25,Yes,56-65,0-6 Months,1,6,High
CUST-03016,52,Male,66,109.04,One year,5,Fiber optic,Electronic check,7196.64,No,46-55,49-72 Months,0,3,Medium
CUST-03017,47,Female,71,145.29,Month-to-month,7,Fiber optic,Bank transfer,10315.59,Yes,46-55,49-72 Months,1,5,High
CUST-03018,41,Female,43,141.01,Month-to-month,1,No,Bank transfer,6063.43,No,36-45,25-48 Months,0,3,Medium
CUST-03019,59,Male,62,94.12,Month-to-month,5,No,Bank transfer,5835.44,Yes,56-65,49-72 Months,1,4,Medium
CUST-03020,47,Female,71,115.44,One year,5,Fiber optic,Electronic check,8196.24,Yes,46-55,49-72 Months,1,3,Medium
CUST-03021,31,Male,24,143.61,One year,2,No,Mailed check,3446.64,No,26-35,13-24 Months,0,1,Low
CUST-03022,23,Male,39,30.85,Two year,0,Fiber optic,Credit card,1203.15,No,18-25,25-48 Months,0,0,Low
CUST-03023,20,Female,68,20.73,One year,5,DSL,Electronic check,1409.64,No,18-25,49-72 Months,0,2,Low
CUST-03024,33,Male,44,23.87,One year,1,DSL,Bank transfer,1050.28,No,26-35,25-48 Months,0,0,Low
CUST-03025,24,Female,5,93.24,One year,4,Fiber optic,Bank transfer,466.2,No,18-25,0-6 Months,0,2,Low
CUST-03026,69,Female,55,119.17,Month-to-month,3,DSL,Bank transfer,6554.35,No,66+,49-72 Months,0,3,Medium
CUST-03027,31,Female,30,67.72,Month-to-month,1,DSL,Bank transfer,2031.6,No,26-35,25-48 Months,0,2,Low
CUST-03028,26,Male,29,90.88,Two year,2,Fiber optic,Mailed check,2635.52,No,26-35,25-48 Months,0,0,Low
CUST-03029,32,Female,26,87.13,Two year,1,Fiber optic,Electronic check,2265.38,No,26-35,25-48 Months,0,0,Low
CUST-03030,38,Male,26,32.32,One year,5,Fiber optic,Credit card,840.32,No,36-45,25-48 Months,0,2,Low
CUST-03031,52,Female,37,61.81,One year,1,Fiber optic,Bank transfer,2286.97,No,46-55,25-48 Months,0,0,Low
CUST-03032,19,Female,53,22.53,Month-to-month,6,Fiber optic,Mailed check,1194.09,Yes,18-25,49-72 Months,1,4,Medium
CUST-03033,44,Female,30,34.39,Month-to-month,3,Fiber optic,Mailed check,1031.7,Yes,36-45,25-48 Months,1,2,Low
CUST-03034,19,Male,3,125.54,Two year,4,Fiber optic,Bank transfer,376.62,Yes,18-25,0-6 Months,1,3,Medium
CUST-03035,52,Male,43,127.82,Two year,2,DSL,Bank transfer,5496.26,No,46-55,25-48 Months,0,1,Low
CUST-03036,35,Female,7,124.25,Month-to-month,1,No,Credit card,869.75,No,26-35,7-12 Months,0,5,High
CUST-03037,31,Female,49,114.49,Month-to-month,2,Fiber optic,Electronic check,5610.01,No,26-35,49-72 Months,0,3,Medium
CUST-03038,37,Male,41,123.13,Month-to-month,0,Fiber optic,Credit card,5048.33,No,36-45,25-48 Months,0,3,Medium
CUST-03039,35,Male,54,107.23,Month-to-month,1,Fiber optic,Electronic check,5790.42,No,26-35,49-72 Months,0,3,Medium
CUST-03040,27,Male,69,107.08,Month-to-month,4,Fiber optic,Mailed check,7388.52,No,26-35,49-72 Months,0,3,Medium
CUST-03041,42,Female,27,106.76,One year,1,Fiber optic,Mailed check,2882.52,Yes,36-45,25-48 Months,1,1,Low
CUST-03042,19,Male,8,86.83,Month-to-month,2,DSL,Bank transfer,694.64,No,18-25,7-12 Months,0,4,Medium
CUST-03043,42,Female,32,67.24,One year,2,DSL,Credit card,2151.68,Yes,36-45,25-48 Months,1,0,Low
CUST-03044,71,Male,64,114.93,One year,5,DSL,Credit card,7355.52,No,66+,49-72 Months,0,3,Medium
CUST-03045,50,Female,10,58.82,Two year,0,No,Bank transfer,588.2,No,46-55,7-12 Months,0,2,Low
CUST-03046,53,Female,13,90.58,Two year,0,Fiber optic,Credit card,1177.54,No,46-55,13-24 Months,0,0,Low
CUST-03047,48,Female,63,76.34,One year,2,DSL,Mailed check,4809.42,No,46-55,49-72 Months,0,0,Low
CUST-03048,31,Male,35,55.96,One year,5,Fiber optic,Mailed check,1958.6,No,26-35,25-48 Months,0,2,Low
CUST-03049,18,Male,61,146.71,Month-to-month,4,DSL,Bank transfer,8949.31,Yes,18-25,49-72 Months,1,3,Medium
CUST-03050,63,Male,54,53.64,Two year,3,Fiber optic,Bank transfer,2896.56,No,56-65,49-72 Months,0,0,Low
CUST-03051,33,Female,8,60.21,Month-to-month,2,Fiber optic,Electronic check,481.68,No,26-35,7-12 Months,0,4,Medium
CUST-03052,71,Female,29,41.01,Two year,1,No,Mailed check,1189.29,No,66+,25-48 Months,0,0,Low
CUST-03053,63,Male,41,126.99,Month-to-month,1,Fiber optic,Mailed check,5206.59,Yes,56-65,25-48 Months,1,3,Medium
CUST-03054,69,Female,30,96.26,Month-to-month,1,No,Mailed check,2887.8,No,66+,25-48 Months,0,2,Low
CUST-03055,20,Female,21,99.7,Month-to-month,2,No,Mailed check,2093.7,Yes,18-25,13-24 Months,1,2,Low
CUST-03056,52,Female,11,126.67,One year,4,Fiber optic,Mailed check,1393.37,Yes,46-55,7-12 Months,1,3,Medium
CUST-03057,58,Male,2,64.58,Month-to-month,1,No,Electronic check,129.16,No,56-65,0-6 Months,0,4,Medium
CUST-03058,23,Female,50,45.17,One year,4,Fiber optic,Bank transfer,2258.5,No,18-25,49-72 Months,0,0,Low
CUST-03059,42,Male,41,45.79,Two year,1,DSL,Bank transfer,1877.39,Yes,36-45,25-48 Months,1,0,Low
CUST-03060,30,Male,66,115.24,Month-to-month,4,Fiber optic,Credit card,7605.84,Yes,26-35,49-72 Months,1,3,Medium
CUST-03061,70,Male,3,99.83,One year,5,DSL,Mailed check,299.49,Yes,66+,0-6 Months,1,4,Medium
CUST-03062,51,Male,51,46.82,Month-to-month,1,Fiber optic,Mailed check,2387.82,No,46-55,49-72 Months,0,2,Low
CUST-03063,25,Male,68,38.86,Month-to-month,4,Fiber optic,Bank transfer,2642.48,Yes,18-25,49-72 Months,1,2,Low
CUST-03064,38,Female,25,35.69,One year,4,Fiber optic,Mailed check,892.25,Yes,36-45,25-48 Months,1,0,Low
CUST-03065,51,Male,30,101.61,Month-to-month,0,DSL,Mailed check,3048.3,No,46-55,25-48 Months,0,3,Medium
CUST-03066,21,Male,11,20.02,Two year,7,Fiber optic,Mailed check,220.22,No,18-25,7-12 Months,0,4,Medium
CUST-03067,42,Male,17,22.38,One year,2,Fiber optic,Bank transfer,380.46,No,36-45,13-24 Months,0,0,Low
CUST-03068,32,Female,26,70.64,Two year,1,Fiber optic,Credit card,1836.64,No,26-35,25-48 Months,0,0,Low
CUST-03069,21,Female,23,109.88,One year,4,Fiber optic,Bank transfer,2527.24,No,18-25,13-24 Months,0,1,Low
CUST-03070,62,Female,56,110.36,Two year,5,Fiber optic,Mailed check,6180.16,No,56-65,49-72 Months,0,3,Medium
CUST-03071,29,Female,52,75.92,Month-to-month,6,No,Bank transfer,3947.84,Yes,26-35,49-72 Months,1,4,Medium
CUST-03072,49,Male,48,109.84,Month-to-month,4,DSL,Electronic check,5272.32,Yes,46-55,25-48 Months,1,3,Medium
CUST-03073,49,Male,20,87.74,Month-to-month,1,No,Mailed check,1754.8,Yes,46-55,13-24 Months,1,2,Low
CUST-03074,45,Female,2,147.0,Two year,4,Fiber optic,Bank transfer,294.0,Yes,36-45,0-6 Months,1,3,Medium
CUST-03075,30,Female,31,41.12,Month-to-month,0,Fiber optic,Bank transfer,1274.72,Yes,26-35,25-48 Months,1,2,Low
CUST-03076,48,Female,27,98.09,Two year,1,Fiber optic,Credit card,2648.43,No,46-55,25-48 Months,0,0,Low
CUST-03077,31,Female,2,83.86,Month-to-month,1,No,Mailed check,167.72,No,26-35,0-6 Months,0,4,Medium
CUST-03078,37,Male,4,45.28,Month-to-month,2,DSL,Electronic check,181.12,No,36-45,0-6 Months,0,4,Medium
CUST-03079,35,Female,13,117.5,Month-to-month,2,Fiber optic,Electronic check,1527.5,No,26-35,13-24 Months,0,3,Medium
CUST-03080,46,Female,35,55.82,One year,3,DSL,Mailed check,1953.7,No,46-55,25-48 Months,0,0,Low
CUST-03081,23,Female,72,69.62,Two year,0,Fiber optic,Bank transfer,5012.64,No,18-25,49-72 Months,0,0,Low
CUST-03082,49,Female,66,68.73,Month-to-month,3,Fiber optic,Electronic check,4536.18,Yes,46-55,49-72 Months,1,2,Low
CUST-03083,46,Female,6,51.75,One year,1,DSL,Mailed check,310.5,Yes,46-55,0-6 Months,1,2,Low
CUST-03084,60,Female,31,75.99,Month-to-month,0,Fiber optic,Electronic check,2355.69,Yes,56-65,25-48 Months,1,2,Low
CUST-03085,19,Female,10,81.53,One year,4,Fiber optic,Mailed check,815.3,Yes,18-25,7-12 Months,1,2,Low
CUST-03086,40,Male,21,116.75,Month-to-month,0,Fiber optic,Electronic check,2451.75,No,36-45,13-24 Months,0,3,Medium
CUST-03087,36,Male,23,119.46,Month-to-month,6,Fiber optic,Credit card,2747.58,No,36-45,13-24 Months,0,5,High
CUST-03088,48,Male,3,40.61,One year,3,Fiber optic,Mailed check,121.83,No,46-55,0-6 Months,0,2,Low
CUST-03089,68,Male,32,97.06,One year,7,DSL,Credit card,3105.92,No,66+,25-48 Months,0,2,Low
CUST-03090,22,Male,20,136.51,Month-to-month,3,DSL,Mailed check,2730.2,No,18-25,13-24 Months,0,3,Medium
CUST-03091,36,Male,29,34.14,Month-to-month,1,No,Electronic check,990.06,No,36-45,25-48 Months,0,2,Low
CUST-03092,51,Female,52,81.48,One year,2,No,Electronic check,4236.96,No,46-55,49-72 Months,0,0,Low
CUST-03093,27,Female,46,117.55,Two year,4,Fiber optic,Bank transfer,5407.3,No,26-35,25-48 Months,0,1,Low
CUST-03094,42,Male,34,99.49,Two year,3,Fiber optic,Electronic check,3382.66,No,36-45,25-48 Months,0,0,Low
CUST-03095,19,Female,61,33.08,Two year,5,Fiber optic,Credit card,2017.88,No,18-25,49-72 Months,0,2,Low
CUST-03096,28,Male,72,71.56,Two year,3,Fiber optic,Bank transfer,5152.32,No,26-35,49-72 Months,0,0,Low
CUST-03097,67,Female,71,85.94,Month-to-month,3,Fiber optic,Credit card,6101.74,No,66+,49-72 Months,0,2,Low
CUST-03098,48,Female,70,149.46,Month-to-month,2,Fiber optic,Credit card,10462.2,No,46-55,49-72 Months,0,3,Medium
CUST-03099,73,Female,11,43.22,Month-to-month,2,DSL,Credit card,475.42,No,66+,7-12 Months,0,4,Medium
CUST-03100,32,Female,63,147.72,Month-to-month,4,No,Credit card,9306.36,Yes,26-35,49-72 Months,1,3,Medium
CUST-03101,26,Female,21,68.9,One year,3,Fiber optic,Credit card,1446.9,No,26-35,13-24 Months,0,0,Low
CUST-03102,40,Female,3,46.04,Two year,1,Fiber optic,Mailed check,138.12,No,36-45,0-6 Months,0,2,Low
CUST-03103,36,Male,10,73.83,Month-to-month,4,Fiber optic,Mailed check,738.3,Yes,36-45,7-12 Months,1,4,Medium
CUST-03104,26,Male,27,99.82,Month-to-month,1,DSL,Bank transfer,2695.14,Yes,26-35,25-48 Months,1,2,Low
CUST-03105,52,Female,12,47.75,One year,1,Fiber optic,Credit card,573.0,No,46-55,7-12 Months,0,2,Low
CUST-03106,38,Male,7,57.89,One year,3,Fiber optic,Mailed check,405.23,Yes,36-45,7-12 Months,1,2,Low
CUST-03107,26,Female,17,131.09,Month-to-month,0,DSL,Electronic check,2228.53,No,26-35,13-24 Months,0,3,Medium
CUST-03108,45,Male,65,149.87,One year,3,Fiber optic,Bank transfer,9741.55,No,36-45,49-72 Months,0,1,Low
CUST-03109,63,Female,64,61.36,Month-to-month,2,Fiber optic,Mailed check,3927.04,Yes,56-65,49-72 Months,1,2,Low
CUST-03110,68,Male,26,39.35,Two year,2,Fiber optic,Electronic check,1023.1,No,66+,25-48 Months,0,0,Low
CUST-03111,24,Female,15,123.11,Two year,2,DSL,Bank transfer,1846.65,No,18-25,13-24 Months,0,1,Low
CUST-03112,33,Male,33,98.06,Month-to-month,4,Fiber optic,Electronic check,3235.98,Yes,26-35,25-48 Months,1,2,Low
CUST-03113,33,Female,62,33.05,Month-to-month,4,DSL,Credit card,2049.1,No,26-35,49-72 Months,0,2,Low
CUST-03114,50,Male,47,143.08,One year,2,Fiber optic,Electronic check,6724.76,No,46-55,25-48 Months,0,1,Low
CUST-03115,21,Female,35,30.15,Month-to-month,2,Fiber optic,Credit card,1055.25,No,18-25,25-48 Months,0,2,Low
CUST-03116,21,Female,65,101.3,Month-to-month,7,Fiber optic,Bank transfer,6584.5,No,18-25,49-72 Months,0,5,High
CUST-03117,56,Female,72,75.11,Two year,2,Fiber optic,Credit card,5407.92,Yes,56-65,49-72 Months,1,0,Low
CUST-03118,57,Male,25,92.36,Month-to-month,3,Fiber optic,Electronic check,2309.0,No,56-65,25-48 Months,0,2,Low
CUST-03119,34,Male,57,47.72,Month-to-month,2,No,Credit card,2720.04,Yes,26-35,49-72 Months,1,2,Low
CUST-03120,54,Male,32,109.45,One year,2,DSL,Credit card,3502.4,No,46-55,25-48 Months,0,1,Low
CUST-03121,56,Female,63,144.76,Month-to-month,2,Fiber optic,Bank transfer,9119.88,No,56-65,49-72 Months,0,3,Medium
CUST-03122,69,Male,12,79.6,Month-to-month,1,DSL,Credit card,955.2,Yes,66+,7-12 Months,1,4,Medium
CUST-03123,46,Female,63,87.98,Month-to-month,5,Fiber optic,Mailed check,5542.74,Yes,46-55,49-72 Months,1,4,Medium
CUST-03124,69,Male,1,51.18,Month-to-month,2,Fiber optic,Bank transfer,51.18,No,66+,0-6 Months,0,4,Medium
CUST-03125,53,Male,51,135.94,One year,2,Fiber optic,Electronic check,6932.94,No,46-55,49-72 Months,0,1,Low
CUST-03126,55,Male,70,146.25,Two year,3,DSL,Bank transfer,10237.5,Yes,46-55,49-72 Months,1,1,Low
CUST-03127,56,Male,8,122.22,Two year,3,DSL,Electronic check,977.76,No,56-65,7-12 Months,0,3,Medium
CUST-03128,67,Female,68,90.56,Month-to-month,3,Fiber optic,Electronic check,6158.08,Yes,66+,49-72 Months,1,2,Low
CUST-03129,54,Male,5,144.38,Month-to-month,2,No,Credit card,721.9,No,46-55,0-6 Months,0,5,High
CUST-03130,69,Male,39,40.0,One year,1,DSL,Bank transfer,1560.0,No,66+,25-48 Months,0,0,Low
CUST-03131,52,Female,23,82.2,One year,2,No,Electronic check,1890.6,No,46-55,13-24 Months,0,0,Low
CUST-03132,24,Female,68,89.89,Two year,1,Fiber optic,Mailed check,6112.52,No,18-25,49-72 Months,0,0,Low
CUST-03133,44,Male,52,83.95,One year,3,Fiber optic,Credit card,4365.4,Yes,36-45,49-72 Months,1,0,Low
CUST-03134,45,Male,4,124.31,Month-to-month,3,Fiber optic,Credit card,497.24,Yes,36-45,0-6 Months,1,5,High
CUST-03135,39,Female,47,107.15,Month-to-month,2,Fiber optic,Electronic check,5036.05,No,36-45,25-48 Months,0,3,Medium
CUST-03136,31,Female,21,36.47,Two year,1,No,Mailed check,765.87,No,26-35,13-24 Months,0,0,Low
CUST-03137,24,Female,56,65.04,Two year,2,DSL,Credit card,3642.24,No,18-25,49-72 Months,0,0,Low
CUST-03138,54,Male,66,64.08,Month-to-month,0,Fiber optic,Bank transfer,4229.28,No,46-55,49-72 Months,0,2,Low
CUST-03139,39,Male,59,93.53,Month-to-month,2,No,Electronic check,5518.27,Yes,36-45,49-72 Months,1,2,Low
CUST-03140,22,Male,7,57.89,Month-to-month,2,DSL,Mailed check,405.23,No,18-25,7-12 Months,0,4,Medium
CUST-03141,72,Female,49,35.25,Month-to-month,2,Fiber optic,Electronic check,1727.25,No,66+,49-72 Months,0,2,Low
CUST-03142,19,Female,16,104.98,Month-to-month,2,DSL,Credit card,1679.68,Yes,18-25,13-24 Months,1,3,Medium
CUST-03143,44,Female,17,130.63,Two year,0,Fiber optic,Mailed check,2220.71,No,36-45,13-24 Months,0,1,Low
CUST-03144,38,Male,34,141.11,One year,1,DSL,Electronic check,4797.74,No,36-45,25-48 Months,0,1,Low
CUST-03145,71,Female,33,146.44,Two year,1,Fiber optic,Electronic check,4832.52,No,66+,25-48 Months,0,1,Low
CUST-03146,55,Male,26,121.55,Two year,3,Fiber optic,Electronic check,3160.3,No,46-55,25-48 Months,0,1,Low
CUST-03147,32,Female,66,38.16,Month-to-month,1,DSL,Bank transfer,2518.56,No,26-35,49-72 Months,0,2,Low
CUST-03148,38,Male,63,130.9,One year,2,Fiber optic,Bank transfer,8246.7,No,36-45,49-72 Months,0,1,Low
CUST-03149,27,Male,41,71.99,Two year,3,DSL,Bank transfer,2951.59,Yes,26-35,25-48 Months,1,0,Low
CUST-03150,40,Female,58,114.89,One year,2,No,Bank transfer,6663.62,No,36-45,49-72 Months,0,1,Low
CUST-03151,75,Male,10,89.06,One year,5,Fiber optic,Credit card,890.6,No,66+,7-12 Months,0,4,Medium
CUST-03152,73,Female,15,127.72,Month-to-month,2,Fiber optic,Electronic check,1915.8,Yes,66+,13-24 Months,1,3,Medium
CUST-03153,56,Male,42,75.32,One year,1,Fiber optic,Bank transfer,3163.44,No,56-65,25-48 Months,0,0,Low
CUST-03154,22,Female,57,28.03,Month-to-month,4,DSL,Credit card,1597.71,No,18-25,49-72 Months,0,2,Low
CUST-03155,18,Female,17,92.39,Month-to-month,3,Fiber optic,Bank transfer,1570.63,No,18-25,13-24 Months,0,2,Low
CUST-03156,30,Male,60,42.27,Month-to-month,2,No,Credit card,2536.2,No,26-35,49-72 Months,0,2,Low
CUST-03157,38,Female,9,145.52,Month-to-month,2,Fiber optic,Mailed check,1309.68,Yes,36-45,7-12 Months,1,5,High
CUST-03158,43,Male,36,88.51,Month-to-month,1,Fiber optic,Bank transfer,3186.36,No,36-45,25-48 Months,0,2,Low
CUST-03159,67,Female,36,91.96,Month-to-month,5,Fiber optic,Bank transfer,3310.56,No,66+,25-48 Months,0,4,Medium
CUST-03160,62,Female,48,137.94,Month-to-month,5,Fiber optic,Electronic check,6621.12,No,56-65,25-48 Months,0,5,High
CUST-03161,38,Female,51,101.2,Month-to-month,0,Fiber optic,Bank transfer,5161.2,Yes,36-45,49-72 Months,1,3,Medium
CUST-03162,70,Female,70,59.35,Month-to-month,1,No,Bank transfer,4154.5,No,66+,49-72 Months,0,2,Low
CUST-03163,35,Male,68,58.49,One year,0,Fiber optic,Credit card,3977.32,No,26-35,49-72 Months,0,0,Low
CUST-03164,54,Female,22,85.21,One year,1,DSL,Electronic check,1874.62,Yes,46-55,13-24 Months,1,0,Low
CUST-03165,62,Female,6,132.66,One year,4,DSL,Electronic check,795.96,Yes,56-65,0-6 Months,1,3,Medium
CUST-03166,49,Male,26,123.31,Two year,3,Fiber optic,Mailed check,3206.06,No,46-55,25-48 Months,0,1,Low
CUST-03167,53,Male,3,145.16,Month-to-month,6,Fiber optic,Credit card,435.48,Yes,46-55,0-6 Months,1,7,High
CUST-03168,34,Male,52,29.35,Month-to-month,4,DSL,Bank transfer,1526.2,Yes,26-35,49-72 Months,1,2,Low
CUST-03169,52,Male,60,54.88,Month-to-month,0,DSL,Credit card,3292.8,No,46-55,49-72 Months,0,2,Low
CUST-03170,66,Male,63,30.43,Two year,2,No,Bank transfer,1917.09,No,66+,49-72 Months,0,0,Low
CUST-03171,28,Male,65,117.64,One year,4,Fiber optic,Mailed check,7646.6,No,26-35,49-72 Months,0,1,Low
CUST-03172,38,Female,52,38.31,Month-to-month,2,Fiber optic,Bank transfer,1992.12,No,36-45,49-72 Months,0,2,Low
CUST-03173,69,Male,14,32.99,Month-to-month,1,DSL,Electronic check,461.86,No,66+,13-24 Months,0,2,Low
CUST-03174,72,Female,72,93.02,One year,4,Fiber optic,Mailed check,6697.44,No,66+,49-72 Months,0,0,Low
CUST-03175,70,Male,68,73.49,Month-to-month,0,Fiber optic,Bank transfer,4997.32,No,66+,49-72 Months,0,2,Low
CUST-03176,43,Female,28,112.96,Month-to-month,5,No,Mailed check,3162.88,Yes,36-45,25-48 Months,1,5,High
CUST-03177,21,Female,71,83.31,Two year,3,No,Electronic check,5915.01,No,18-25,49-72 Months,0,0,Low
CUST-03178,51,Female,10,75.29,One year,2,DSL,Electronic check,752.9,No,46-55,7-12 Months,0,2,Low
CUST-03179,69,Male,57,75.32,Two year,1,Fiber optic,Credit card,4293.24,No,66+,49-72 Months,0,0,Low
CUST-03180,65,Male,66,133.34,Month-to-month,2,Fiber optic,Bank transfer,8800.44,No,56-65,49-72 Months,0,3,Medium
CUST-03181,35,Male,50,71.38,One year,2,DSL,Mailed check,3569.0,No,26-35,49-72 Months,0,0,Low
CUST-03182,57,Male,14,63.34,Two year,2,Fiber optic,Credit card,886.76,Yes,56-65,13-24 Months,1,0,Low
CUST-03183,52,Female,16,64.01,One year,3,No,Mailed check,1024.16,No,46-55,13-24 Months,0,0,Low
CUST-03184,58,Male,54,45.56,One year,1,Fiber optic,Credit card,2460.24,Yes,56-65,49-72 Months,1,0,Low
CUST-03185,46,Female,43,131.89,One year,3,Fiber optic,Credit card,5671.27,Yes,46-55,25-48 Months,1,1,Low
CUST-03186,69,Female,42,39.06,Two year,0,Fiber optic,Credit card,1640.52,No,66+,25-48 Months,0,0,Low
CUST-03187,46,Male,22,138.12,Month-to-month,5,Fiber optic,Electronic check,3038.64,No,46-55,13-24 Months,0,5,High
CUST-03188,55,Male,68,56.85,Month-to-month,1,Fiber optic,Electronic check,3865.8,No,46-55,49-72 Months,0,2,Low
CUST-03189,59,Male,19,136.93,Month-to-month,2,Fiber optic,Electronic check,2601.67,No,56-65,13-24 Months,0,3,Medium
CUST-03190,38,Female,66,122.81,Two year,2,Fiber optic,Electronic check,8105.46,No,36-45,49-72 Months,0,1,Low
CUST-03191,59,Male,39,95.66,Two year,1,DSL,Mailed check,3730.74,No,56-65,25-48 Months,0,0,Low
CUST-03192,30,Female,19,107.03,Month-to-month,3,No,Bank transfer,2033.57,No,26-35,13-24 Months,0,3,Medium
CUST-03193,66,Male,16,62.36,Month-to-month,2,DSL,Electronic check,997.76,Yes,66+,13-24 Months,1,2,Low
CUST-03194,58,Female,54,94.65,Two year,5,Fiber optic,Bank transfer,5111.1,No,56-65,49-72 Months,0,2,Low
CUST-03195,34,Male,25,58.01,Month-to-month,3,No,Credit card,1450.25,No,26-35,25-48 Months,0,2,Low
CUST-03196,73,Male,18,72.3,Month-to-month,1,Fiber optic,Bank transfer,1301.4,Yes,66+,13-24 Months,1,2,Low
CUST-03197,26,Female,23,119.41,Month-to-month,3,DSL,Electronic check,2746.43,No,26-35,13-24 Months,0,3,Medium
CUST-03198,58,Male,11,51.71,Month-to-month,2,No,Mailed check,568.81,No,56-65,7-12 Months,0,4,Medium
CUST-03199,18,Male,39,129.05,One year,2,Fiber optic,Electronic check,5032.95,Yes,18-25,25-48 Months,1,1,Low
CUST-03200,19,Male,68,68.86,Month-to-month,3,Fiber optic,Mailed check,4682.48,Yes,18-25,49-72 Months,1,2,Low
